i,time,node,event,peer,msg
1314,116,61,up,36,
1315,116,73,down,45,
1316,116,46,up,58,
1317,116,48,up,74,
1318,116,97,down,20,
1319,116,97,up,61,
1320,117,54,up,24,
1321,117,13,up,40,
1322,117,5,down,35,
1323,117,5,up,16,
1324,117,87,down,27,
1325,117,87,up,93,
1326,117,2,up,26,
1327,117,61,up,13,
1328,117,31,up,13,
1329,117,22,down,29,
1330,118,11,up,2,
1331,118,7,down,52,
1332,118,7,up,46,
1333,118,36,up,76,
1334,118,75,up,8,
1335,118,37,up,24,
1336,118,0,up,36,
1337,118,49,up,26,
1338,118,20,up,10,
1339,118,0,down,76,
1340,118,16,down,14,
1341,118,16,up,6,
1342,118,34,down,24,
1343,118,28,down,50,
1344,118,27,up,19,
1345,118,83,up,94,
1346,118,18,up,84,
1347,118,46,down,73,
1348,118,23,down,80,
1349,118,23,up,19,
1350,118,84,up,75,
1351,119,37,up,28,
1352,119,70,down,18,
1353,119,70,up,33,
1354,119,98,down,91,
1355,119,98,up,41,
1356,119,42,up,83,
1357,119,3,down,57,
1358,119,3,up,94,
1359,119,11,up,12,
1360,119,42,up,21,
1361,119,39,down,37,
1362,119,39,up,57,
1363,119,0,up,21,
1364,119,51,up,75,
1365,119,25,down,0,
1366,119,0,up,40,
1367,119,4,down,50,
1368,120,94,up,31,
1369,120,0,down,36,
1370,120,36,up,71,
1371,120,37,down,28,
1372,120,37,up,90,
1373,120,53,down,7,
1374,120,53,up,29,
1375,120,45,up,89,
1376,120,74,down,40,
1377,120,74,up,61,
1378,120,47,down,88,
1379,120,49,up,25,
1380,121,37,down,17,
1381,121,76,up,62,
1382,121,32,down,47,
1383,121,32,up,56,
1384,121,0,up,91,
1385,121,36,up,74,
1386,121,75,up,31,
1387,121,18,up,21,
1388,121,82,down,73,
1389,121,82,up,57,
1390,121,99,up,86,
1391,121,5,down,50,
1392,121,93,down,14,
1393,121,93,up,88,
1394,122,86,down,97,
1395,122,3,down,47,
1396,122,2,up,83,
1397,122,35,down,45,
1398,122,0,down,91,
1399,122,0,down,21,
1400,122,21,up,71,
1401,122,83,up,75,
1402,122,94,up,75,
1403,122,35,down,87,
1404,122,12,up,2,
1405,123,88,down,3,
1406,123,5,up,22,
1407,123,85,up,81,
1408,123,0,down,40,
1409,123,82,down,46,
1410,123,85,up,34,
1411,123,72,down,4,
1412,123,85,down,34,
1413,123,28,up,65,
1414,123,0,up,61,
1415,123,93,down,88,
1416,124,73,up,92,
1417,124,1,up,60,
1418,124,80,down,47,
1419,124,80,up,70,
1420,124,72,up,54,
1421,124,0,up,74,
1422,124,38,down,1,
1423,124,0,down,61,
1424,124,22,down,81,
1425,124,39,down,57,
1426,124,75,up,15,
1427,124,40,up,76,
1428,124,4,up,39,
1429,124,50,down,69,
1430,124,50,up,29,
1431,124,38,up,83,
1432,124,0,up,8,
1433,125,47,up,67,
1434,125,84,up,8,
1435,125,83,up,15,
1436,125,26,up,31,
1437,125,41,down,88,
1438,125,35,down,29,
1439,125,46,down,58,
1440,125,75,up,94,
1441,125,15,down,71,
1442,125,15,up,51,
1443,126,0,up,71,
1444,126,0,down,74,
1445,126,73,down,82,
1446,126,73,up,62,
1447,126,4,down,44,
1448,126,74,down,61,
1449,126,74,up,41,
1450,126,61,up,21,
1451,126,48,up,8,
1452,126,35,down,53,
1453,126,19,up,64,
1454,126,11,down,0,
1455,126,18,down,97,
1456,126,18,up,76,
1457,126,20,down,10,
1458,126,11,up,9,
1459,127,9,up,25,
1460,127,62,down,70,
1461,127,26,up,20,
1462,127,40,down,71,
1463,127,40,up,74,
1464,127,31,up,15,
1465,127,45,down,58,
1466,127,45,up,34,
1467,127,71,up,13,
1468,127,10,down,45,
1469,127,95,down,1,
1470,127,73,down,1,
1471,127,73,up,71,
1472,127,51,up,94,
1473,127,5,down,16,
1474,127,5,up,53,
1475,127,21,down,18,
1476,127,21,up,36,
1477,127,64,down,19,
1478,127,64,up,46,
1479,128,0,down,8,
1480,128,0,down,71,
1481,128,70,down,98,
1482,128,70,up,97,
1483,128,87,down,93,
1484,128,91,up,98,
1485,128,1,down,73,
1486,128,1,up,64,
1487,128,78,up,42,
1488,128,40,down,21,
1489,128,40,up,8,
1490,129,50,down,29,
1491,129,77,down,32,
1492,129,0,up,13,
1493,129,51,up,31,
1494,129,81,up,89,
1495,129,0,up,15,
1496,129,2,up,31,
1497,129,53,down,29,
1498,129,21,down,71,
1499,129,21,up,8,
1500,129,8,down,21,
1501,129,8,up,13,
1502,129,61,up,40,
1503,129,4,up,17,
1504,130,86,up,20,
1505,130,78,up,83,
1506,130,21,down,76,
1507,130,21,up,78,
1508,130,92,down,57,
1509,130,79,down,10,
1510,131,83,up,31,
1511,131,37,down,4,
1512,131,1,down,58,
1513,131,0,down,13,
1514,131,37,up,50,
1515,131,48,up,31,
1516,131,74,down,36,
1517,131,74,up,13,
1518,131,15,down,51,
1519,131,15,up,8,
1520,131,13,up,51,
1521,131,53,down,87,
1522,131,49,up,83,
1523,131,36,down,62,
1524,131,36,up,40,
1525,131,5,down,53,
1526,131,5,up,29,
1527,131,70,down,47,
1528,131,70,up,63,
1529,131,13,down,74,
1530,131,13,up,15,
1531,131,28,down,37,
1532,131,28,up,69,
1533,131,47,down,32,
1534,131,47,up,19,
1535,131,64,down,46,
1536,132,16,down,6,
1537,132,16,up,93,
1538,132,99,down,35,
1539,132,71,up,8,
1540,132,85,up,37,
1541,132,17,down,28,
1542,132,72,down,54,
1543,132,72,up,28,
1544,132,32,down,80,
1545,132,32,up,67,
1546,132,54,up,90,
1547,132,32,down,70,
1548,132,53,up,22,
1549,133,0,up,75,
1550,133,88,down,97,
1551,133,60,down,58,
1552,133,39,up,17,
1553,133,0,down,15,
1554,133,14,down,87,
1555,133,65,up,52,
1556,133,75,up,13,
1557,133,27,down,87,
1558,133,3,up,51,
1559,134,37,up,39,
1560,134,2,up,48,
1561,134,49,up,2,
1562,134,52,down,7,
1563,134,76,up,88,
1564,134,0,up,84,
1565,134,76,down,88,
1566,134,0,up,31,
1567,134,61,down,36,
1568,134,61,up,8,
1569,134,0,down,84,
1570,134,50,up,53,
1571,135,0,up,51,
1572,135,74,down,21,
1573,135,74,up,8,
1574,135,62,up,36,
1575,135,2,up,78,
1576,135,25,up,26,
1577,135,9,up,2,
1578,135,0,down,75,
1579,135,48,up,83,
1580,135,28,down,69,
1581,135,59,up,32,
1582,135,86,down,20,
1583,136,28,down,4,
1584,136,25,up,48,
1585,136,55,down,32,
1586,136,7,down,29,
1587,136,0,down,51,
1588,136,68,up,10,
1589,136,59,down,32,
1590,136,59,up,29,
1591,137,82,down,57,
1592,137,89,down,1,
1593,137,53,down,22,
1594,137,68,down,37,
1595,137,31,up,84,
1596,137,99,up,16,
1597,137,21,down,42,
1598,137,21,up,91,
1599,137,84,up,13,
1600,137,20,up,97,
1601,138,70,down,33,
1602,138,70,up,19,
1603,138,52,up,69,
1604,138,72,down,17,
1605,138,72,up,68,
1606,138,50,down,17,
1607,138,78,up,31,
1608,138,0,down,31,
1609,138,18,down,70,
1610,138,80,down,19,
1611,138,80,up,29,
1612,138,25,up,2,
1613,138,2,down,31,
1614,138,2,up,11,
1615,138,26,up,49,
1616,139,95,up,35,
1617,139,0,up,94,
1618,139,71,down,40,
1619,139,14,down,16,
1620,139,3,down,59,
1621,139,3,up,32,
1622,139,47,down,23,
1623,139,47,up,97,
1624,139,5,down,22,
1625,139,5,up,87,
1626,139,67,up,38,
1627,139,9,up,26,
1628,139,27,down,29,
1629,139,80,down,32,
1630,139,80,up,12,
1631,139,12,up,11,
1632,139,47,down,56,
1633,139,47,up,33,
1634,139,25,up,31,
1635,139,0,down,94,
1636,140,47,down,97,
1637,140,47,up,80,
1638,140,12,up,26,
1639,140,35,up,30,
1640,140,42,up,31,
1641,140,0,up,83,
1642,140,5,down,87,
1643,140,5,up,7,
1644,140,99,down,5,
1645,140,99,up,27,
1646,140,14,up,3,
1647,141,87,down,30,
1648,141,0,up,78,
1649,141,47,down,19,
1650,141,47,up,70,
1651,141,27,up,93,
1652,141,71,up,15,
1653,141,58,down,85,
1654,141,99,down,86,
1655,141,0,down,78,
1656,141,0,down,83,
1657,142,9,up,12,
1658,142,57,down,1,
1659,142,93,up,86,
1660,142,0,up,2,
1661,142,78,up,94,
1662,142,42,up,2,
1663,142,91,down,98,
1664,142,76,down,21,
1665,143,0,up,42,
1666,143,0,down,42,
1667,143,0,up,48,
1668,143,5,down,29,
1669,143,50,up,65,
1670,143,17,up,72,
1671,143,68,down,10,
1672,143,91,up,62,
1673,143,43,up,81,
1674,143,40,down,74,
1675,143,18,up,36,
1676,143,28,up,5,
1677,143,94,up,83,
1678,143,95,down,45,
1679,144,11,up,25,
1680,144,83,down,15,
1681,144,83,up,42,
1682,144,0,down,48,
1683,144,0,up,25,
1684,144,80,down,23,
1685,144,77,down,55,
1686,144,28,down,5,
1687,144,0,down,2,
1688,145,25,up,49,
1689,145,94,down,15,
1690,145,94,up,3,
1691,145,91,down,36,
1692,145,91,up,61,
1693,145,65,down,50,
1694,145,65,up,5,
1695,145,36,down,76,
1696,145,36,up,91,
1697,145,57,down,3,
1698,145,76,up,91,
1699,145,28,up,44,
1700,146,21,down,74,
1701,146,12,up,25,
1702,146,44,down,29,
1703,146,44,up,53,
1704,146,0,up,26,
1705,146,0,up,49,
1706,146,0,down,49,
1707,146,21,up,40,
1708,146,64,down,85,
1709,146,13,down,51,
1710,146,13,up,61,
1711,146,44,down,28,
1712,146,44,up,7,
1713,147,29,down,44,
1714,147,29,up,87,
1715,147,13,down,8,
1716,147,13,up,31,
1717,147,1,down,60,
1718,147,0,down,26,
1719,147,18,down,21,
1720,147,18,up,98,
1721,147,84,up,18,
1722,147,0,up,12,
1723,147,98,down,70,
1724,147,43,down,3,
1725,147,43,up,59,
1726,148,97,down,18,
1727,148,75,down,8,
1728,148,75,up,84,
1729,149,31,up,94,
1730,149,40,up,15,
1731,149,2,down,48,
1732,149,2,up,12,
1733,149,0,up,11,
1734,149,7,down,53,
1735,149,42,down,21,
1736,149,75,down,15,
1737,149,75,up,51,
1738,150,8,down,74,
1739,150,8,up,75,
1740,150,96,down,32,
1741,150,96,up,86,
1742,150,83,down,42,
1743,150,83,up,2,
1744,150,0,down,12,
1745,150,71,down,21,
1746,150,61,down,91,
1747,150,61,up,97,
1748,150,51,down,15,
1749,150,29,down,87,
1750,150,47,down,55,
1751,150,47,up,41,
1752,150,56,down,47,
1753,151,40,down,15,
1754,151,40,up,13,
1755,151,35,up,95,
1756,151,77,up,56,
1757,151,36,down,74,
1758,151,36,up,61,
1759,152,19,down,80,
1760,152,88,up,59,
1761,152,6,down,87,
1762,152,6,up,88,
1763,153,93,down,6,
1764,153,93,up,43,
1765,153,59,down,3,
1766,153,99,up,14,
1767,153,3,down,51,
1768,153,3,up,43,
1769,153,69,down,50,
1770,153,87,up,86,
1771,154,21,down,8,
1772,154,71,down,15,
1773,154,14,up,43,
1774,154,9,down,25,
1775,154,9,up,11,
1776,154,85,down,37,
1777,154,75,down,94,
1778,154,75,up,83,
1779,154,71,up,36,
1780,154,83,down,31,
1781,154,83,up,38,
1782,155,47,down,33,
1783,155,47,up,77,
1784,155,15,down,94,
1785,155,74,down,13,
1786,155,18,down,36,
1787,155,18,up,62,
1788,156,25,down,2,
1789,156,25,up,9,
1790,156,19,down,64,
1791,157,31,down,94,
1792,157,31,up,26,
1793,157,65,down,5,
1794,157,70,down,19,
1795,157,70,up,23,
1796,157,41,up,72,
1797,158,76,up,36,
1798,158,47,down,41,
1799,158,47,up,96,
1800,158,58,down,45,
1801,158,61,down,97,
1802,158,61,up,74,
1803,158,96,down,33,
1804,158,96,up,70,
1805,160,16,down,5,
1806,160,15,up,83,
1807,160,62,down,36,
1808,160,23,down,47,
1809,160,67,up,96,
1810,160,32,up,41,
1811,161,5,down,99,
1812,161,20,down,97,
1813,161,47,down,80,
1814,162,15,down,84,
1815,162,15,up,75,
1816,162,42,up,78,
1817,162,21,down,40,
1818,163,6,down,16,
1819,163,8,down,48,
1820,163,8,up,84,
1821,164,61,down,74,
1822,164,33,down,70,
1823,165,62,up,76,
1824,166,15,down,75,
1825,166,15,up,31,
1826,166,78,up,21,
1827,167,31,down,26,
1828,167,31,up,2,
1829,167,83,down,49,
1830,167,83,up,78,
1831,167,37,down,39,
1832,167,19,up,27,
1833,167,0,down,25,
1834,168,71,up,73,
1835,168,48,down,2,
1836,169,31,down,13,
1837,169,31,up,51,
1838,169,8,down,13,
1839,170,36,down,61,
1840,170,47,down,70,
1841,170,31,down,75,
1842,170,31,up,48,
1843,170,31,down,15,
1844,170,31,up,83,
1845,170,6,down,93,
1846,171,76,down,18,
1847,171,76,up,40,
1848,171,51,up,13,
1849,171,21,up,61,
1850,171,54,down,72,
1851,171,2,down,12,
1852,171,2,up,49,
1853,172,84,down,15,
1854,173,32,down,96,
1855,174,2,down,49,
1856,174,2,up,9,
1857,174,62,up,73,
1858,174,19,down,47,
1859,175,42,down,83,
1860,175,22,down,5,
1861,175,97,down,47,
1862,175,51,up,3,
1863,176,36,up,21,
1864,176,74,down,8,
1865,176,48,up,25,
1866,176,31,down,2,
1867,176,78,down,42,
1868,176,78,up,2,
1869,176,0,down,11,
1870,177,83,down,75,
1871,177,83,up,48,
1872,177,66,up,77,
1873,177,36,down,91,
1874,178,12,up,80,
1875,178,8,up,15,
1876,178,40,down,91,
1877,178,40,up,61,
1878,178,48,down,8,
1879,179,15,down,83,
1880,179,13,down,15,
1881,179,13,up,75,
1882,180,26,down,20,
1883,180,26,up,9,
1884,180,8,down,75,
1885,180,8,up,71,
1886,181,87,down,6,
1887,181,98,up,33,
1888,181,2,down,11,
1889,181,2,up,25,
1890,182,91,down,61,
1891,182,26,down,31,
1892,182,26,up,12,
1893,183,25,down,9,
1894,184,15,down,40,
1895,184,49,down,83,
1896,184,31,up,78,
1897,185,12,down,25,
1898,185,12,up,9,
1899,185,55,down,47,
1900,185,76,down,36,
1901,185,84,up,31,
1902,186,94,down,31,
1903,186,51,down,13,
1904,186,75,down,31,
1905,186,94,down,75,
1906,186,31,down,48,
1907,186,31,up,25,
1908,187,13,down,75,
1909,187,13,up,84,
1910,187,17,down,72,
1911,188,31,down,51,
1912,188,31,up,42,
1913,189,36,down,18,
1914,189,2,down,78,
1915,189,2,up,42,
1916,191,94,up,78,
1917,192,97,down,61,
1918,192,33,down,47,
1919,192,55,up,6,
1920,193,50,down,65,
1921,193,19,down,70,
1922,193,91,down,40,
1923,194,31,down,83,
1924,194,3,down,43,
1925,194,20,down,26,
1926,195,25,up,12,
1927,195,0,up,55,
1928,195,28,down,44,
1929,195,51,down,3,
1930,197,18,down,76,
1931,198,12,down,2,
1932,198,33,up,98,
1933,198,13,down,31,
1934,199,2,down,25,
1935,202,41,down,47,
1936,202,11,down,2,
1937,202,16,up,55,
1938,202,15,down,13,
1939,202,78,down,31,
1940,202,78,up,46,
1941,203,33,down,96,
1942,203,27,up,0,
1943,205,82,up,22,
1944,205,55,up,0,
1945,206,86,up,97,
1946,208,75,down,83,
1947,209,58,up,85,
1948,209,42,down,78,
1949,209,15,down,31,
1950,210,77,up,66,
1951,211,49,down,2,
1952,213,97,up,82,
1953,214,6,up,55,
1954,215,36,up,20,
1955,215,92,up,15,
1956,217,12,up,0,
1957,218,11,down,25,
1958,221,97,up,86,
1959,221,97,up,33,
1960,222,46,up,78,
1961,224,18,up,45,
1962,225,48,down,31,
1963,227,2,up,58,
1964,227,51,down,31,
1965,228,15,up,92,
1966,230,78,down,2,
1967,231,0,up,27,
1968,232,19,up,33,
1969,233,75,down,13,
1970,234,25,down,12,
1971,235,22,up,82,
1972,236,20,up,36,
1973,236,16,down,55,
1974,239,80,up,47,
1975,240,33,up,97,
1976,240,45,down,66,
1977,240,45,up,18,
1978,242,85,up,58,
1979,242,58,up,42,
1980,242,48,up,7,
1981,244,12,down,26,
1982,244,12,up,47,
1983,246,63,up,90,
1984,249,31,down,78,
1985,249,76,up,35,
1986,251,51,up,68,
1987,251,21,up,54,
1988,257,40,down,61,
1989,257,40,up,85,
1990,260,90,down,37,
1991,260,90,up,63,
1992,260,33,up,19,
1993,261,56,up,23,
1994,263,82,up,97,
1995,263,13,up,48,
1996,265,49,up,50,
1997,266,0,up,12,
1998,266,75,up,6,
1999,267,47,up,12,
2000,267,98,down,62,
2001,267,98,up,97,
2002,267,35,up,76,
2003,268,7,up,48,
2004,269,58,up,2,
2005,272,67,down,38,
2006,272,67,up,89,
2007,275,66,down,45,
2008,275,42,up,58,
2009,276,47,up,80,
2010,278,62,down,98,
2011,282,66,up,75,
2012,282,62,up,1,
2013,284,2,down,26,
2014,284,2,up,66,
2015,284,6,up,75,
2016,284,97,down,63,
2017,284,97,up,98,
2018,286,85,up,40,
2019,287,26,down,12,
2020,289,50,up,49,
2021,290,68,up,51,
2022,290,26,up,43,
2023,292,54,up,21,
2024,294,42,up,0,
2025,294,26,down,2,
2026,298,63,down,97,
2027,301,48,up,13,
2028,302,37,down,90,
2029,302,23,up,56,
2030,305,62,down,18,
2031,305,62,up,90,
2032,306,61,down,40,
2033,310,38,down,67,
2034,311,89,up,67,
2035,316,66,down,75,
2036,316,66,up,2,
2037,319,0,up,37,
2038,325,1,up,62,
2039,327,90,down,85,
2040,327,90,up,62,
2041,330,75,up,66,
2042,334,43,down,81,
2043,334,43,up,26,
2044,336,37,up,0,
2045,342,0,down,12,
2046,342,0,up,42,
2047,346,18,down,62,
2048,364,85,down,90,
2049,365,75,down,66,
2050,375,81,down,43,
2051,391,12,down,0,
2052,402,32,up,75,
2053,403,78,up,15,
2054,421,15,up,78,
2055,440,75,up,32,
2056,1028,56,recv,32,m0
2057,1034,67,recv,32,m0
2058,1037,75,recv,32,m0
2059,1038,3,recv,32,m0
2060,1048,41,recv,32,m0
2061,1055,6,recv,75,m0
2062,1064,47,recv,67,m0
2063,1064,94,recv,3,m0
2064,1066,24,recv,6,m0
2065,1067,84,recv,75,m0
2066,1068,51,recv,75,m0
2067,1069,98,recv,41,m0
2068,1069,74,recv,41,m0
2069,1070,23,recv,56,m0
2070,1072,77,recv,56,m0
2071,1073,89,recv,67,m0
2072,1077,55,recv,6,m0
2073,1079,48,recv,74,m0
2074,1080,71,recv,74,m0
2075,1080,14,recv,3,m0
2076,1082,96,recv,67,m0
2077,1083,76,recv,98,m0
2078,1084,33,recv,23,m0
2079,1086,97,recv,98,m0
2080,1087,12,recv,47,m0
2081,1087,0,recv,55,m0
2082,1089,57,recv,55,m0
2083,1090,83,recv,94,m0
2084,1095,72,recv,41,m0
2085,1096,19,recv,23,m0
2086,1096,18,recv,84,m0
2087,1098,60,recv,24,m0
2088,1098,58,recv,89,m0
2089,1100,73,recv,55,m0
2090,1100,86,recv,97,m0
2091,1101,35,recv,76,m0
2092,1101,13,recv,71,m0
2093,1102,88,recv,6,m0
2094,1102,80,recv,47,m0
2095,1104,37,recv,0,m0
2096,1104,66,recv,77,m0
2097,1105,59,recv,14,m0
2098,1105,7,recv,48,m0
2099,1106,8,recv,84,m0
2100,1107,11,recv,12,m0
2101,1107,68,recv,51,m0
2102,1107,54,recv,24,m0
2103,1109,20,recv,55,m0
2104,1109,85,recv,89,m0
2105,1111,63,recv,18,m0
2106,1112,45,recv,18,m0
2107,1112,43,recv,88,m0
2108,1113,78,recv,94,m0
2109,1113,95,recv,35,m0
2110,1114,36,recv,71,m0
2111,1114,27,recv,0,m0
2112,1115,31,recv,84,m0
2113,1115,70,recv,23,m0
2114,1115,22,recv,35,m0
2115,1116,91,recv,76,m0
2116,1116,81,recv,89,m0
2117,1117,30,recv,60,m0
2118,1118,2,recv,83,m0
2119,1120,38,recv,83,m0
2120,1120,25,recv,48,m0
2121,1121,69,recv,54,m0
2122,1124,39,recv,72,m0
2123,1125,90,recv,63,m0
2124,1127,62,recv,76,m0
2125,1128,64,recv,58,m0
2126,1129,40,recv,76,m0
2127,1130,99,recv,14,m0
2128,1130,9,recv,12,m0
2129,1130,61,recv,13,m0
2130,1131,42,recv,58,m0
2131,1131,15,recv,78,m0
2132,1131,82,recv,38,m0
2133,1133,46,recv,78,m0
2134,1133,79,recv,27,m0
2135,1134,5,recv,30,m0
2136,1136,44,recv,22,m0
2137,1136,1,recv,66,m0
2138,1136,65,recv,69,m0
2139,1138,29,recv,80,m0
2140,1139,28,recv,72,m0
2141,1139,26,recv,25,m0
2142,1139,10,recv,95,m0
2143,1141,17,recv,68,m0
2144,1144,49,recv,25,m0
2145,1144,93,recv,86,m0
2146,1144,92,recv,15,m0
2147,1145,21,recv,91,m0
2148,1147,4,recv,69,m0
2149,1148,53,recv,30,m0
2150,1150,50,recv,37,m0
2151,1150,87,recv,86,m0
2152,1160,34,recv,45,m0
2153,1161,52,recv,50,m0
2154,1163,16,recv,87,m0
2155,1209,76,recv,40,m1
2156,1222,98,recv,76,m1
2157,1227,35,recv,76,m1
2158,1239,97,recv,98,m1
2159,1240,95,recv,35,m1
2160,1242,22,recv,35,m1
2161,1242,91,recv,76,m1
2162,1243,41,recv,98,m1
2163,1253,62,recv,76,m1
2164,1254,86,recv,97,m1
2165,1262,44,recv,22,m1
2166,1264,74,recv,41,m1
2167,1266,10,recv,95,m1
2168,1271,21,recv,91,m1
2169,1274,48,recv,74,m1
2170,1275,71,recv,74,m1
2171,1290,72,recv,41,m1
2172,1292,32,recv,41,m1
2173,1296,13,recv,71,m1
2174,1297,93,recv,86,m1
2175,1300,7,recv,48,m1
2176,1304,87,recv,86,m1
2177,1309,36,recv,71,m1
2178,1314,25,recv,48,m1
2179,1316,16,recv,87,m1
2180,1319,39,recv,72,m1
2181,1319,8,recv,40,m1
2182,1321,56,recv,32,m1
2183,1325,61,recv,13,m1
2184,1326,67,recv,32,m1
2185,1330,75,recv,32,m1
2186,1331,3,recv,32,m1
2187,1333,85,recv,40,m1
2188,1333,28,recv,72,m1
2189,1334,26,recv,25,m1
2190,1338,49,recv,25,m1
2191,1347,6,recv,75,m1
2192,1357,47,recv,67,m1
2193,1357,94,recv,3,m1
2194,1357,84,recv,8,m1
2195,1358,33,recv,98,m1
2196,1359,24,recv,6,m1
2197,1360,51,recv,75,m1
2198,1362,23,recv,56,m1
2199,1364,77,recv,56,m1
2200,1365,89,recv,67,m1
2201,1369,55,recv,6,m1
2202,1373,14,recv,3,m1
2203,1374,96,recv,67,m1
2204,1379,12,recv,47,m1
2205,1380,0,recv,55,m1
2206,1382,57,recv,55,m1
2207,1382,83,recv,94,m1
2208,1386,18,recv,84,m1
2209,1388,19,recv,23,m1
2210,1390,60,recv,24,m1
2211,1390,58,recv,89,m1
2212,1391,66,recv,95,m1
2213,1392,73,recv,55,m1
2214,1393,5,recv,44,m1
2215,1394,88,recv,6,m1
2216,1395,80,recv,47,m1
2217,1397,37,recv,0,m1
2218,1397,59,recv,14,m1
2219,1399,11,recv,12,m1
2220,1399,68,recv,51,m1
2221,1400,54,recv,24,m1
2222,1401,63,recv,18,m1
2223,1401,20,recv,55,m1
2224,1402,45,recv,18,m1
2225,1405,43,recv,88,m1
2226,1405,90,recv,62,m1
2227,1405,31,recv,84,m1
2228,1406,78,recv,94,m1
2229,1407,27,recv,0,m1
2230,1408,70,recv,23,m1
2231,1409,30,recv,5,m1
2232,1409,81,recv,89,m1
2233,1410,2,recv,83,m1
2234,1412,38,recv,10,m1
2235,1413,69,recv,54,m1
2236,1416,82,recv,22,m1
2237,1421,64,recv,58,m1
2238,1422,1,recv,66,m1
2239,1422,99,recv,14,m1
2240,1422,9,recv,12,m1
2241,1423,42,recv,58,m1
2242,1424,15,recv,78,m1
2243,1425,46,recv,78,m1
2244,1425,79,recv,27,m1
2245,1428,65,recv,69,m1
2246,1431,29,recv,80,m1
2247,1433,17,recv,68,m1
2248,1436,92,recv,10,m1
2249,1439,50,recv,44,m1
2250,1439,53,recv,30,m1
2251,1440,4,recv,69,m1
2252,1450,52,recv,50,m1
2253,1450,34,recv,45,m1
2254,1474,50,recv,49,m2
2255,1474,25,recv,49,m2
2256,1485,52,recv,50,m2
2257,1494,26,recv,25,m2
2258,1504,44,recv,50,m2
2259,1511,28,recv,52,m2
2260,1515,48,recv,25,m2
2261,1520,5,recv,44,m2
2262,1524,22,recv,44,m2
2263,1525,74,recv,48,m2
2264,1535,71,recv,74,m2
2265,1536,30,recv,5,m2
2266,1539,35,recv,22,m2
2267,1540,7,recv,48,m2
2268,1546,41,recv,74,m2
2269,1551,95,recv,35,m2
2270,1554,72,recv,28,m2
2271,1554,82,recv,22,m2
2272,1557,13,recv,71,m2
2273,1557,76,recv,35,m2
2274,1566,53,recv,30,m2
2275,1566,98,recv,41,m2
2276,1570,36,recv,71,m2
2277,1573,66,recv,95,m2
2278,1577,10,recv,95,m2
2279,1583,39,recv,72,m2
2280,1583,97,recv,98,m2
2281,1583,33,recv,98,m2
2282,1586,61,recv,13,m2
2283,1591,91,recv,76,m2
2284,1594,32,recv,41,m2
2285,1598,86,recv,97,m2
2286,1598,38,recv,10,m2
2287,1602,62,recv,76,m2
2288,1604,40,recv,76,m2
2289,1605,1,recv,66,m2
2290,1606,92,recv,10,m2
2291,1619,21,recv,91,m2
2292,1623,56,recv,32,m2
2293,1624,90,recv,62,m2
2294,1627,8,recv,40,m2
2295,1629,67,recv,32,m2
2296,1632,75,recv,32,m2
2297,1632,85,recv,40,m2
2298,1633,3,recv,32,m2
2299,1641,93,recv,86,m2
2300,1648,87,recv,86,m2
2301,1650,6,recv,75,m2
2302,1659,47,recv,67,m2
2303,1659,94,recv,3,m2
2304,1660,16,recv,87,m2
2305,1661,24,recv,6,m2
2306,1662,51,recv,75,m2
2307,1664,37,recv,72,m2
2308,1664,23,recv,56,m2
2309,1666,84,recv,8,m2
2310,1666,77,recv,56,m2
2311,1668,89,recv,67,m2
2312,1669,4,recv,52,m2
2313,1672,55,recv,6,m2
2314,1674,15,recv,8,m2
2315,1675,14,recv,3,m2
2316,1676,96,recv,67,m2
2317,1679,60,recv,30,m2
2318,1681,12,recv,47,m2
2319,1682,0,recv,37,m2
2320,1684,57,recv,55,m2
2321,1684,83,recv,94,m2
2322,1690,19,recv,23,m2
2323,1693,58,recv,89,m2
2324,1695,73,recv,55,m2
2325,1695,69,recv,4,m2
2326,1695,18,recv,84,m2
2327,1697,88,recv,6,m2
2328,1697,80,recv,47,m2
2329,1697,65,recv,52,m2
2330,1700,59,recv,14,m2
2331,1700,81,recv,39,m2
2332,1700,31,recv,25,m2
2333,1702,9,recv,26,m2
2334,1702,11,recv,12,m2
2335,1702,68,recv,51,m2
2336,1702,54,recv,24,m2
2337,1704,20,recv,55,m2
2338,1707,43,recv,88,m2
2339,1708,78,recv,94,m2
2340,1709,27,recv,0,m2
2341,1710,63,recv,18,m2
2342,1710,70,recv,23,m2
2343,1711,45,recv,18,m2
2344,1712,2,recv,83,m2
2345,1717,29,recv,30,m2
2346,1723,64,recv,58,m2
2347,1724,99,recv,14,m2
2348,1726,42,recv,58,m2
2349,1726,46,recv,7,m2
2350,1728,79,recv,27,m2
2351,1736,17,recv,68,m2
2352,1753,34,recv,82,m2
2353,1763,48,recv,74,m3
2354,1764,71,recv,74,m3
2355,1774,41,recv,74,m3
2356,1785,13,recv,71,m3
2357,1789,7,recv,48,m3
2358,1795,98,recv,41,m3
2359,1798,36,recv,71,m3
2360,1803,25,recv,48,m3
2361,1811,97,recv,98,m3
2362,1812,33,recv,98,m3
2363,1814,61,recv,13,m3
2364,1822,46,recv,7,m3
2365,1823,26,recv,25,m3
2366,1823,32,recv,41,m3
2367,1826,86,recv,97,m3
2368,1827,49,recv,25,m3
2369,1850,31,recv,25,m3
2370,1851,56,recv,32,m3
2371,1857,67,recv,32,m3
2372,1861,75,recv,32,m3
